Fecha,Adidas,Airbus,Allianz,Basf,Bayer,Beiersdorf,BMW,Brenntag,Commerzbank,Continental,Covestro,Daimler Truck,Deutsche Bank,Deutsche Borse,Deutsche Post,Deutsche Telekom,EON,Fresenius SE,Hannover Ruck,Heidelberg Materials,Henkel AG & Co. KGaA Vz,Infineon Technologies,Mercedez Benz Group,Merck KGaA,MTU Aero Engines,Muenchener Rueckversicherungs,Porsche AVG,Porsche Automobil Holding SE Vz,Qiagen,Rheinmetall,RWE AG St,SAP SE,Sartorius,Siemens AG,Siemens Energy AG,Siemens Healthineers,Symrise,Volkswagen,Vonovia,Zalando SE
2023-03-13, 146.00, 117.80, 212.30, 46.09, 56.29, 111.00, 94.90, 66.98, 10.06, 71.14, 36.74, 30.28, 10.112, 165.80, 40.365, 21.355, 10.16, 23.94, 168.05, 61.50, 66.32, 34.125, 72.36, 170.20, 219.90,, 109.30,,, 247.80, 38.42, 107.82, 402.00, 141.44, 19.195, 49.35, 93.94, 130.98, 20.30, 35.42
2023-03-10, 148.48, 120.00, 218.40, 47.16, 57.57, 111.65, 97.25, 69.12, 11.095, 74.08, 38.44, 30.99, 10.468, 168.65, 40.675, 21.46, 10.215, 23.75, 172.00, 63.82, 67.92, 35.15, 73.50, 173.10, 225.80,, 113.40,,, 252.50, 38.28, 108.90, 405.20, 146.44, 19.50, 50.36, 93.58, 134.20, 20.38, 35.00
2023-03-09, 150.80, 123.70, 221.45, 47.80, 58.00, 110.95, 99.20, 70.00, 11.505, 76.20, 39.47, 32.00, 11.25, 166.15, 41.37, 21.575, 10.205, 23.86, 175.75, 65.30, 68.18, 35.295, 74.30, 173.50, 231.60,, 115.70,,, 257.00, 38.60, 110.00, 401.50, 150.64, 20.05, 51.10, 94.88, 136.26, 21.10, 36.45
2023-03-08, 147.98, 124.52, 222.40, 48.35, 58.49, 111.15, 101.22, 71.00, 11.88, 78.16, 39.71, 32.66, 11.646, 164.05, 40.925, 21.57, 10.285, 24.41, 181.60, 65.36, 66.38, 35.605, 75.44, 175.00, 232.60,, 117.70,,, 259.50, 38.79, 110.78, 397.60, 149.42, 19.99, 50.26, 95.76, 140.06, 22.25, 37.81
2023-03-07, 144.54, 124.06, 221.00, 48.035, 57.05, 111.10, 100.94, 73.32, 11.815, 72.54, 39.50, 32.905, 11.52, 165.05, 40.825, 21.43, 10.28, 24.42, 182.90, 66.00, 67.04, 34.445, 75.23, 177.00, 232.80,, 115.60,,, 256.20, 38.76, 110.30, 413.70, 147.70, 19.945, 51.34, 95.00, 138.62, 22.52, 37.68
2023-03-06, 147.10, 123.72, 223.10, 48.34, 57.65, 112.20, 101.12, 72.28, 11.94, 72.70, 39.19, 32.615, 11.736, 165.70, 41.56, 21.425, 10.30, 24.70, 182.75, 65.88, 69.40, 34.77, 75.85, 177.65, 234.00,, 114.90,,, 257.40, 38.79, 111.48, 401.90, 146.82, 20.14, 50.56, 96.22, 139.62, 23.86, 38.83
2023-03-03, 146.38, 124.60, 221.65, 49.165, 57.79, 112.00, 101.28, 72.48, 11.625, 72.00, 40.30, 31.38, 11.68, 167.00, 41.37, 21.275, 10.28, 25.06, 182.20, 66.02, 69.38, 34.22, 75.59, 178.70, 232.50,, 114.90,,, 249.30, 39.28, 109.70, 402.80, 146.90, 19.85, 50.30, 97.44, 141.02, 23.04, 39.06
2023-03-02, 143.12, 123.54, 221.55, 48.35, 56.89, 113.30, 99.60, 70.70, 11.30, 68.18, 39.00, 30.23, 11.456, 165.95, 40.59, 21.255, 10.22, 24.89, 183.95, 66.14, 68.62, 33.68, 73.60, 178.90, 231.30,, 112.60,,, 246.90, 39.22, 107.10, 401.20, 144.98, 19.43, 48.89, 96.58, 128.46, 22.49, 37.29
2023-03-01, 140.26, 122.82, 221.30, 48.685, 57.05, 112.70, 99.60, 71.64, 11.28, 69.30, 41.22, 30.225, 11.656, 166.10, 40.35, 21.225, 10.055, 25.19, 184.55, 66.14, 68.88, 33.90, 73.57, 177.85, 230.30,, 113.00,,, 247.20, 39.13, 106.40, 400.40, 145.62, 19.495, 49.08, 96.24, 129.10, 22.52, 37.89
2023-02-28, 142.08, 124.34, 221.80, 48.655, 56.08, 113.25, 98.15, 71.70, 11.53, 67.68, 41.71, 29.975, 11.798, 165.05, 40.22, 21.305, 10.365, 25.98, 183.65, 65.08, 69.00, 33.43, 72.90, 179.25, 228.70,, 114.00,,, 240.10, 40.17, 107.36, 403.30, 145.18, 19.00, 49.57, 96.54, 129.76, 23.94, 37.50
2023-02-27, 138.96, 123.64, 219.35, 48.075, 59.00, 113.20, 98.53, 72.74, 11.14, 68.00, 41.14, 30.21, 11.56, 166.25, 40.23, 21.305, 10.395, 26.62, 183.80, 65.18, 69.40, 33.88, 72.60, 184.45, 235.40,, 113.50,,, 244.80, 40.03, 108.30, 416.40, 143.80, 18.96, 50.02, 97.92, 129.62, 24.19, 37.57
2023-02-24, 136.40, 122.32, 216.15, 48.505, 58.95, 113.75, 97.43, 72.20, 10.64, 66.04, 40.50, 30.11, 11.322, 165.10, 40.01, 20.97, 10.37, 26.35, 184.30, 63.98, 68.60, 33.605, 72.18, 183.90, 232.30,, 111.70,,, 244.90, 39.99, 106.70, 429.70, 141.70, 18.84, 48.84, 96.18, 128.28, 24.05, 37.77
2023-02-23, 139.50, 124.50, 218.60, 52.00, 60.22, 113.65, 99.42, 72.08, 10.685, 68.42, 41.34, 30.99, 11.44, 163.80, 40.665, 21.20, 10.41, 26.41, 183.20, 64.92, 68.76, 34.855, 74.38, 184.70, 231.80,, 114.50,,, 246.00, 40.05, 108.60, 427.70, 145.64, 18.895, 49.65, 97.56, 131.90, 25.16, 39.01
2023-02-22, 140.30, 122.48, 216.95, 52.44, 59.08, 114.15, 98.28, 72.18, 10.715, 68.02, 41.28, 30.71, 11.458, 165.20, 40.595, 21.17, 10.25, 27.65, 182.95, 64.10, 68.62, 34.105, 74.21, 182.80, 229.90,, 113.30,,, 247.60, 40.42, 108.54, 421.20, 143.86, 18.31, 50.00, 98.42, 131.70, 24.65, 38.40
2023-02-21, 137.66, 123.10, 217.20, 52.21, 59.30, 113.30, 98.88, 72.88, 11.25, 69.00, 42.55, 30.885, 11.542, 169.75, 40.26, 20.96, 10.245, 28.50, 182.20, 64.38, 68.40, 34.145, 74.18, 183.70, 230.60,, 112.90,,, 258.70, 40.35, 107.76, 419.00, 143.38, 18.43, 50.42, 96.74, 130.62, 24.94, 38.92
2023-02-20, 140.62, 122.56, 218.50, 53.13, 58.85, 112.65, 99.79, 73.22, 10.99, 69.68, 42.40, 31.22, 11.618, 172.05, 40.98, 20.835, 10.15, 29.10, 181.75, 64.38, 67.60, 34.865, 75.08, 184.40, 229.10,, 114.10,,, 252.10, 39.62, 109.10, 428.50, 144.30, 18.935, 50.40, 96.82, 132.00, 25.51, 39.66
2023-02-17, 143.96, 125.70, 217.15, 52.31, 59.34, 113.10, 99.65, 73.00, 11.445, 69.60, 42.14, 31.38, 11.812, 171.05, 40.795, 20.77, 10.125, 29.00, 180.60, 64.22, 66.72, 35.245, 74.75, 183.05, 234.00,, 114.10,,, 250.40, 39.46, 109.28, 429.50, 145.36, 19.205, 50.16, 95.44, 131.36, 25.53, 39.69
2023-02-16, 145.32, 124.00, 221.00, 52.30, 59.44, 113.20, 99.61, 73.08, 11.42, 70.94, 42.68, 31.07, 11.772, 171.60, 41.09, 20.51, 10.04, 28.49, 180.90, 63.60, 66.64, 36.30, 73.54, 184.20, 229.50,, 114.60,,, 247.60, 39.18, 110.94, 433.80, 147.00, 19.25, 50.34, 97.62, 131.16, 25.24, 39.29
2023-02-15, 141.28, 119.42, 220.15, 51.76, 60.17, 113.00, 99.15, 73.66, 10.36, 68.88, 42.30, 31.36, 11.422, 173.00, 41.16, 20.595, 10.03, 28.58, 179.90, 64.08, 67.32, 36.18, 72.54, 186.80, 226.90,, 115.20,,, 240.70, 39.39, 111.42, 442.10, 148.94, 19.245, 51.40, 95.82, 131.18, 25.91, 39.40
2023-02-14, 139.44, 117.24, 220.85, 51.48, 60.84, 112.35, 97.92, 72.18, 10.06, 68.14, 41.65, 31.085, 11.576, 172.30, 41.18, 20.52, 10.075, 28.24, 180.20, 63.00, 67.14, 36.15, 71.96, 189.60, 219.10,, 114.30,,, 238.10, 39.67, 110.34, 452.70, 145.52, 19.095, 51.44, 96.78, 130.70, 26.17, 39.98
2023-02-13, 140.30, 115.50, 220.05, 51.84, 59.73, 112.00, 98.05, 69.50, 10.17, 68.14, 41.39, 31.145, 11.41, 170.75, 40.905, 20.345, 9.986, 28.27, 180.45, 62.72, 66.34, 35.92, 71.92, 186.40, 223.20,, 114.00,,, 235.90, 39.95, 109.88, 443.40, 146.18, 19.115, 51.80, 96.30, 129.28, 26.20, 40.31
2023-02-10, 139.38, 113.62, 220.35, 51.53, 59.08, 109.70, 97.85, 68.90, 10.22, 68.60, 41.79, 31.205, 11.308, 169.05, 40.905, 20.135, 9.96, 28.20, 178.85, 62.72, 65.68, 35.48, 72.10, 183.30, 223.50,, 113.30,,, 231.00, 39.76, 109.70, 439.60, 145.64, 18.91, 51.88, 95.04, 128.86, 26.11, 39.76
2023-02-09, 139.50, 113.72, 221.00, 52.64, 60.00, 110.45, 98.42, 71.80, 10.36, 71.22, 42.74, 31.815, 11.606, 169.50, 41.505, 20.125, 9.94, 28.84, 178.70, 63.42, 65.14, 36.26, 72.65, 185.10, 226.30,, 114.50,,, 226.50, 40.00, 110.52, 444.40, 148.98, 18.86, 53.20, 97.12, 129.80, 26.59, 42.65
2023-02-08, 154.62, 113.16, 221.25, 52.98, 62.61, 110.15, 97.44, 70.22, 10.255, 71.00, 42.40, 31.29, 11.70, 168.65, 41.545, 20.18, 9.932, 27.83, 182.30, 61.94, 65.66, 35.455, 72.05, 182.95, 225.40,, 114.60,,, 225.60, 40.59, 110.30, 443.70, 145.00, 18.495, 54.22, 99.22, 129.16, 26.47, 42.15
2023-02-07, 154.20, 112.52, 220.05, 53.19, 59.10, 110.65, 97.50, 69.78, 10.20, 71.10, 42.82, 31.455, 11.632, 166.25, 41.495, 20.16, 9.862, 27.49, 179.50, 63.02, 64.62, 36.40, 72.32, 182.85, 224.50,, 112.60,,, 225.90, 40.20, 110.62, 460.90, 141.82, 18.26, 53.30, 98.80, 128.66, 26.46, 43.15
2023-02-06, 155.38, 115.48, 219.35, 53.01, 58.50, 112.00, 97.22, 70.38, 10.165, 68.64, 43.04, 31.455, 11.384, 166.90, 41.975, 20.115, 9.964, 27.20, 178.50, 62.82, 64.92, 35.78, 71.96, 184.40, 229.50,, 111.20,,, 225.30, 40.65, 111.38, 466.10, 143.32, 18.695, 52.90, 100.55, 130.82, 26.79, 43.04
2023-02-03, 159.82, 116.70, 220.30, 53.84, 56.82, 112.20, 97.69, 70.72, 10.14, 69.06, 44.01, 31.615, 11.504, 167.00, 42.465, 20.195, 10.065, 27.02, 180.15, 63.70, 65.52, 36.24, 71.63, 185.85, 229.80,, 114.60,,, 226.50, 40.60, 111.64, 458.90, 144.74, 19.01, 54.14, 100.45, 131.74, 27.28, 45.67
2023-02-02, 157.58, 117.20, 221.30, 53.61, 56.80, 111.25, 97.32, 71.10, 10.14, 68.42, 43.69, 31.75, 11.518, 168.90, 42.59, 20.555, 10.07, 27.18, 177.95, 64.14, 64.94, 35.915, 72.19, 183.75, 232.70,, 117.20,,, 225.30, 40.99, 112.10, 449.00, 142.86, 19.535, 53.52, 100.30, 132.70, 28.05, 44.91
2023-02-01, 149.26, 115.74, 221.80, 52.82, 56.60, 112.00, 95.77, 68.26, 10.56, 64.88, 42.70, 31.385, 12.308, 166.70, 40.65, 20.48, 10.03, 26.63, 177.65, 63.10, 65.04, 34.00, 70.00, 183.35, 233.00,, 109.70,,, 219.00, 40.88, 109.84, 417.60, 143.06, 18.995, 49.02, 97.64, 128.78, 26.28, 43.02
2023-01-31, 147.12, 115.22, 219.50, 52.54, 56.99, 111.35, 92.80, 68.66, 10.455, 64.34, 42.20, 30.795, 12.228, 162.65, 39.46, 20.425, 10.01, 26.59, 185.95, 62.60, 65.34, 33.055, 68.46, 191.15, 229.40,, 108.70,,, 215.80, 40.88, 108.42, 410.00, 143.14, 19.09, 49.33, 97.26, 126.98, 26.05, 42.82
2023-01-30, 147.16, 114.46, 221.20, 52.75, 57.00, 112.00, 91.53, 70.14, 10.245, 64.72, 42.02, 31.085, 12.254, 163.05, 39.44, 20.375, 10.00, 26.67, 187.65, 62.84, 64.42, 33.275, 67.79, 194.10, 227.90,, 106.60,,, 226.80, 40.95, 106.62, 419.90, 143.28, 18.95, 48.60, 97.64, 125.32, 25.83, 42.37
2023-01-27, 148.24, 117.14, 221.55, 52.66, 56.36, 109.85, 92.89, 69.68, 10.13, 66.10, 42.33, 31.28, 12.318, 162.05, 40.095, 20.305, 10.085, 26.74, 188.25, 61.56, 64.26, 34.33, 69.11, 190.45, 227.40,, 105.80,,, 228.50, 41.28, 104.68, 419.10, 144.48, 18.895, 48.99, 97.42, 126.58, 26.35, 43.00
2023-01-26, 145.04, 120.62, 222.20, 52.71, 56.11, 109.80, 92.51, 69.22, 9.912, 64.50, 41.86, 31.20, 12.172, 162.65, 39.945, 20.26, 10.09, 26.48, 188.90, 60.04, 64.58, 33.68, 68.40, 194.90, 228.30,, 105.20,,, 229.50, 42.15, 104.48, 430.60, 143.90, 18.86, 49.11, 98.02, 124.98, 26.27, 43.06
2023-01-25, 145.96, 119.96, 222.05, 52.95, 55.68, 110.15, 91.68, 68.82, 9.696, 63.70, 42.37, 31.45, 11.974, 160.50, 39.75, 20.29, 10.14, 26.90, 188.35, 58.60, 65.10, 32.255, 67.83, 190.70, 224.70,, 104.00,,, 223.50, 42.92, 106.20, 409.40, 143.26, 18.82, 48.89, 97.98, 124.00, 26.53, 41.94
2023-01-24, 149.06, 120.22, 220.85, 53.04, 55.46, 111.25, 92.01, 68.10, 9.688, 63.28, 42.62, 30.415, 11.994, 162.40, 40.06, 20.195, 10.085, 27.79, 188.20, 58.20, 64.88, 31.67, 67.94, 189.40, 226.20,, 102.70,,, 227.70, 42.21, 106.60, 402.20, 143.36, 18.95, 49.12, 98.48, 123.84, 26.77, 41.95
2023-01-23, 148.48, 119.00, 220.50, 52.36, 56.15, 111.70, 91.72, 67.44, 9.686, 63.02, 42.12, 29.56, 11.908, 162.35, 40.10, 20.37, 9.956, 28.13, 186.65, 58.26, 65.98, 32.245, 67.66, 193.20, 230.50,, 104.30,,, 223.70, 41.63, 106.92, 421.00, 143.40, 19.18, 49.18, 99.48, 124.86, 26.83, 43.11
2023-01-20, 146.38, 118.94, 220.60, 52.48, 56.47, 111.05, 89.81, 66.86, 9.60, 61.68, 41.78, 29.385, 11.926, 163.30, 39.755, 20.19, 9.894, 28.35, 188.65, 58.66, 65.44, 31.385, 65.70, 188.35, 228.80,, 103.00,,, 224.00, 41.51, 107.20, 403.50, 141.70, 18.905, 48.21, 102.00, 124.00, 26.12, 43.19
2023-01-19, 144.62, 117.10, 218.00, 52.28, 55.98, 111.05, 90.09, 66.76, 9.52, 62.94, 40.93, 29.12, 11.784, 165.40, 39.39, 20.26, 9.86, 28.04, 188.00, 58.58, 65.76, 31.60, 66.11, 189.95, 226.10,, 104.50,,, 224.70, 41.11, 106.36, 397.00, 141.02, 17.815, 48.50, 107.35, 123.18, 26.25, 41.22
2023-01-18, 149.00, 118.12, 218.50, 52.85, 55.96, 111.25, 91.20, 67.98, 9.86, 66.28, 41.86, 29.515, 11.926, 164.70, 40.475, 20.20, 9.848, 28.27, 187.30, 58.92, 66.94, 32.355, 67.33, 191.50, 229.50,, 104.10,,, 220.00, 40.98, 108.42, 403.90, 144.84, 19.02, 49.57, 107.70, 125.02, 27.09, 42.75
2023-01-17, 150.42, 116.38, 219.10, 50.81, 56.99, 110.80, 91.69, 68.38, 9.58, 67.40, 40.99, 29.465, 11.948, 164.20, 39.865, 20.625, 9.852, 28.59, 183.70, 60.00, 66.88, 32.49, 67.28, 196.50, 227.10,, 106.10,,, 223.30, 41.38, 107.88, 407.70, 144.78, 19.365, 49.43, 105.50, 125.32, 27.80, 42.69
2023-01-16, 150.88, 115.72, 218.95, 53.04, 57.45, 109.85, 91.70, 66.96, 9.48, 67.78, 40.60, 29.50, 11.89, 164.25, 39.175, 20.565, 9.958, 28.59, 180.10, 59.74, 65.70, 31.675, 67.36, 199.30, 221.80,, 103.10,,, 216.60, 41.65, 107.22, 414.00, 142.12, 19.365, 50.20, 104.15, 125.92, 28.34, 44.21
2023-01-13, 147.16, 117.00, 218.10, 52.78, 57.39, 109.55, 91.79, 66.72, 9.452, 67.84, 39.93, 29.605, 11.692, 162.85, 38.30, 20.35, 9.972, 28.30, 184.95, 59.00, 65.14, 31.875, 67.24, 195.70, 223.00,, 104.90,,, 211.90, 42.38, 107.40, 416.50, 142.92, 18.90, 50.00, 103.80, 125.32, 27.15, 42.60
2023-01-12, 147.40, 116.64, 217.85, 53.19, 56.49, 107.95, 93.12, 66.08, 9.37, 66.98, 40.60, 30.56, 11.77, 162.95, 38.105, 20.335, 10.06, 28.49, 180.80, 58.50, 64.64, 31.685, 68.99, 196.75, 221.40,, 105.40,,, 213.10, 41.79, 106.76, 406.00, 142.28, 18.69, 48.86, 103.50, 128.78, 27.28, 42.07
2023-01-11, 144.62, 113.24, 215.40, 52.25, 56.07, 110.00, 91.79, 67.04, 9.31, 65.30, 41.30, 30.29, 11.762, 164.25, 37.55, 20.115, 9.944, 28.01, 182.65, 57.94, 64.58, 31.165, 68.20, 202.20, 217.40,, 102.10,,, 209.10, 40.60, 106.36, 407.00, 140.14, 18.755, 49.30, 106.70, 127.96, 26.86, 40.59
2023-01-10, 140.58, 115.50, 216.50, 51.89, 54.59, 109.85, 90.64, 65.18, 9.488, 64.10, 41.83, 30.01, 11.71, 163.10, 37.605, 20.00, 9.912, 27.86, 186.60, 57.78, 65.08, 30.85, 67.75, 191.90, 217.70,, 101.60,,, 212.70, 39.50, 105.36, 388.90, 138.22, 17.815, 47.76, 106.20, 127.44, 25.35, 38.98
2023-01-09, 141.70, 117.00, 213.50, 52.80, 51.89, 108.50, 90.00, 65.82, 9.544, 64.40, 42.79, 30.475, 11.554, 160.15, 37.725, 19.80, 9.838, 28.17, 188.90, 59.28, 65.62, 31.125, 67.25, 192.60, 217.30,, 99.90,,, 212.50, 39.00, 104.82, 379.60, 137.94, 18.15, 48.00, 105.65, 127.84, 25.30, 40.03
2023-01-06, 141.00, 117.12, 211.55, 52.70, 50.69, 108.45, 89.50, 65.24, 9.50, 63.10, 42.20, 30.295, 11.64, 156.50, 37.10, 19.724, 9.844, 28.78, 190.90, 57.62, 64.80, 30.60, 66.47, 188.50, 216.60,, 95.95,,, 209.80, 39.18, 102.48, 363.90, 135.96, 18.24, 46.52, 104.90, 128.32, 24.61, 39.40
2023-01-05, 139.12, 115.20, 209.55, 51.75, 50.01, 108.35, 89.15, 64.02, 9.396, 62.26, 41.61, 29.71, 11.50, 159.20, 37.065, 19.548, 9.80, 28.26, 191.00, 57.86, 66.88, 29.835, 66.20, 185.70, 215.00,, 95.70,,, 204.40, 39.04, 100.96, 367.40, 135.14, 17.865, 47.32, 103.15, 127.14, 24.32, 38.60
2023-01-04, 138.60, 115.32, 211.10, 50.63, 49.595, 108.35, 87.84, 64.06, 9.52, 61.44, 41.50, 29.86, 11.72, 159.85, 36.73, 19.20, 9.948, 27.92, 191.05, 57.42, 66.36, 29.945, 65.98, 189.95, 210.80,, 94.90,,, 198.40, 38.63, 100.34, 359.00, 135.08, 18.00, 47.80, 103.70, 125.76, 24.57, 37.75
2023-01-03, 132.10, 114.60, 205.75, 48.975, 49.28, 107.45, 85.73, 63.64, 9.276, 59.82, 39.66, 29.495, 10.984, 161.30, 36.335, 19.088, 9.678, 26.92, 184.45, 55.90, 65.64, 28.99, 64.20, 184.05, 208.80,, 94.65,,, 199.40, 39.88, 98.67, 348.10, 130.70, 17.605, 46.98, 102.55, 122.18, 23.50, 35.92
2023-01-02, 127.16, 113.60, 203.15, 48.135, 49.595, 107.20, 85.80, 64.00, 8.936, 59.10, 38.27, 29.525, 10.958, 161.75, 36.14, 18.986, 9.484, 26.35, 183.10, 54.92, 65.12, 28.87, 63.78, 180.40, 202.60,, 95.55,,, 196.70, 41.59, 97.06, 344.90, 130.10, 17.165, 46.06, 101.55, 120.48, 23.00, 35.09
2022-12-30, 127.76, 111.24, 201.55, 46.475, 48.595, 107.50, 83.37, 59.72, 8.796, 56.36, 36.76, 29.065, 10.636, 163.30, 35.345, 18.698, 9.338, 26.16, 186.00, 53.60, 65.18, 28.49, 61.51, 181.80, 203.10,, 95.05,,, 187.95, 41.73, 96.36, 373.70, 129.36, 17.63, 47.27, 101.80, 116.36, 21.99, 33.76
2022-12-29, 128.52, 111.76, 203.45, 46.765, 49.105, 106.80, 84.05, 59.40, 8.86, 57.14, 36.81, 29.32, 10.666, 164.25, 35.55, 19.022, 9.38, 26.19, 187.15, 53.90, 65.40, 28.805, 62.15, 182.35, 204.30,, 95.16,,, 192.95, 41.63, 97.70, 367.30, 130.48, 17.655, 47.42, 102.10, 116.50, 22.43, 34.24
2022-12-28, 126.00, 111.60, 202.35, 46.665, 48.475, 106.75, 83.28, 59.78, 8.854, 55.82, 36.96, 29.245, 10.60, 162.50, 35.085, 18.90, 9.17, 25.80, 186.00, 53.64, 65.40, 27.985, 61.38, 181.05, 205.60,, 92.76,,, 193.05, 41.30, 96.66, 355.70, 128.14, 17.50, 46.14, 102.85, 115.16, 22.04, 32.72
2022-12-27, 126.12, 112.66, 203.20, 46.815, 48.725, 107.40, 83.86, 59.22, 8.888, 56.88, 36.72, 29.60, 10.728, 163.30, 35.10, 18.896, 9.14, 25.89, 187.40, 54.16, 65.96, 28.26, 62.08, 181.00, 206.70,, 94.88,,, 191.15, 41.55, 97.41, 351.90, 129.08, 17.79, 46.02, 103.50, 116.00, 21.81, 32.91
2022-12-23, 125.94, 111.60, 202.25, 46.395, 48.675, 106.40, 83.65, 59.20, 8.888, 56.16, 36.40, 29.515, 10.67, 163.00, 35.00, 18.904, 9.10, 26.03, 185.20, 53.84, 65.98, 28.675, 61.52, 179.80, 203.70,, 92.38,,, 187.05, 41.58, 97.53, 346.80, 128.82, 17.48, 45.50, 102.65, 116.00, 21.85, 32.66
2022-12-22, 124.70, 111.50, 202.35, 45.785, 48.685, 106.45, 83.29, 58.76, 8.814, 55.08, 36.36, 29.44, 10.604, 166.05, 34.715, 18.954, 9.102, 25.80, 185.20, 53.12, 65.98, 28.84, 60.96, 178.65, 202.00,, 91.86,,, 192.15, 41.81, 97.51, 347.50, 128.04, 17.285, 46.33, 101.95, 115.10, 21.64, 32.51
2022-12-21, 126.20, 113.12, 202.90, 46.475, 49.095, 107.50, 84.04, 58.82, 8.872, 56.66, 36.65, 30.255, 10.628, 165.40, 35.625, 19.128, 9.202, 26.07, 185.95, 53.24, 66.70, 29.815, 62.78, 179.75, 205.70,, 94.66,,, 187.55, 41.88, 99.31, 345.20, 129.54, 17.505, 45.81, 104.45, 119.94, 21.82, 32.89
2022-12-20, 118.66, 111.02, 200.20, 45.825, 49.645, 105.80, 83.75, 58.30, 8.954, 55.34, 36.06, 30.08, 10.50, 162.30, 34.80, 18.94, 9.074, 25.75, 182.80, 52.18, 66.10, 29.42, 62.29, 178.00, 203.90,, 93.64,,, 180.20, 41.53, 98.25, 340.90, 128.02, 16.965, 45.42, 103.55, 119.50, 20.99, 31.29
2022-12-19, 120.76, 110.34, 198.78, 45.50, 48.96, 106.40, 83.70, 56.64, 8.162, 55.96, 36.15, 29.965, 9.925, 164.55, 34.765, 18.874, 9.104, 25.69, 183.45, 52.42, 66.22, 29.185, 62.63, 178.05, 203.50,, 97.22,,, 183.85, 41.37, 98.21, 345.80, 127.90, 16.915, 47.36, 104.65, 122.60, 21.45, 31.62
2022-12-16, 121.30, 110.34, 198.20, 45.85, 48.72, 106.15, 82.65, 56.44, 8.10, 56.60, 36.06, 29.78, 9.872, 165.20, 36.085, 18.902, 8.962, 25.59, 182.45, 51.28, 65.48, 29.57, 62.32, 179.30, 202.10,, 94.58,,, 200.90, 41.56, 99.35, 342.90, 127.20, 16.55, 47.80, 103.25, 137.40, 21.65, 31.85
2022-12-15, 119.00, 111.04, 199.14, 45.905, 50.68, 106.45, 82.80, 56.74, 7.70, 57.66, 35.93, 30.045, 9.699, 166.90, 36.32, 18.90, 9.08, 25.73, 183.45, 52.10, 65.14, 30.30, 62.46, 182.00, 200.30,, 98.08,,, 200.40, 42.00, 99.83, 358.80, 128.02, 16.87, 48.68, 104.90, 134.98, 23.66, 31.95
2022-12-14, 123.08, 112.98, 204.15, 47.205, 51.91, 108.60, 83.58, 59.02, 7.74, 58.20, 36.98, 30.68, 10.00, 169.15, 38.81, 19.158, 9.286, 26.51, 186.90, 52.64, 66.24, 31.825, 64.50, 190.10, 202.90,, 102.50,,, 197.40, 42.55, 102.98, 370.00, 132.06, 17.51, 51.20, 106.65, 137.98, 24.25, 34.31
2022-12-13, 122.96, 112.94, 205.15, 47.395, 52.60, 107.05, 84.18, 58.80, 7.814, 59.20, 37.34, 30.915, 10.274, 168.60, 38.795, 19.22, 9.16, 26.61, 184.95, 51.94, 65.82, 32.375, 64.81, 186.50, 205.90,, 103.55,,, 197.20, 42.38, 103.48, 366.40, 134.82, 17.695, 51.68, 107.85, 138.24, 23.99, 34.84
2022-12-12, 116.70, 112.80, 203.15, 46.945, 52.49, 107.65, 84.54, 59.58, 7.82, 56.42, 36.42, 30.58, 10.042, 168.60, 38.00, 19.102, 9.138, 26.00, 186.85, 51.32, 66.82, 31.095, 64.25, 182.15, 204.10,, 102.65,,, 200.10, 42.07, 102.76, 361.10, 134.18, 17.00, 49.73, 106.75, 136.44, 23.07, 32.87
2022-12-09, 118.36, 111.62, 204.00, 47.525, 52.84, 106.10, 84.51, 60.04, 7.858, 57.00, 36.54, 30.85, 10.128, 172.10, 38.165, 19.28, 9.202, 26.55, 187.35, 51.98, 67.56, 31.31, 64.43, 179.85, 204.60,, 101.45,,, 197.20, 42.23, 102.08, 357.70, 132.96, 16.845, 49.25, 104.80, 137.42, 23.42, 31.18
2022-12-08, 117.46, 110.74, 203.45, 47.10, 52.86, 106.90, 82.84, 60.38, 7.752, 56.06, 36.16, 30.39, 10.016, 172.25, 38.00, 19.236, 9.15, 26.80, 186.30, 51.04, 67.32, 31.54, 62.94, 173.05, 205.10,, 101.55,,, 197.35, 41.90, 102.44, 351.00, 132.28, 16.52, 49.26, 104.80, 136.70, 23.49, 31.43
2022-12-07, 117.78, 108.00, 204.00, 47.485, 53.01, 105.60, 84.85, 60.46, 7.81, 54.76, 36.39, 30.615, 9.93, 173.25, 38.335, 19.418, 9.196, 26.40, 185.00, 51.02, 67.50, 31.00, 63.16, 173.50, 202.20,, 105.90,,, 193.00, 42.35, 102.42, 358.70, 132.78, 16.375, 49.46, 105.90, 138.74, 23.38, 31.56
2022-12-06, 119.12, 109.02, 202.35, 47.625, 52.64, 105.30, 85.24, 60.46, 7.86, 56.04, 36.70, 30.595, 9.98, 174.85, 38.455, 19.328, 9.16, 26.14, 184.20, 51.42, 68.18, 31.195, 63.88, 174.70, 200.50,, 104.95,,, 193.85, 42.23, 103.14, 356.10, 132.92, 16.585, 50.00, 105.35, 139.78, 23.42, 31.04
2022-12-05, 121.72, 110.14, 202.65, 47.99, 53.18, 105.45, 86.00, 60.62, 7.778, 56.72, 37.08, 31.06, 10.15, 174.45, 38.50, 19.498, 9.234, 26.60, 183.55, 51.24, 69.06, 31.845, 64.48, 176.55, 202.50,, 106.05,,, 192.55, 41.52, 104.54, 367.60, 134.92, 16.68, 51.04, 106.15, 140.86, 23.73, 30.79
